Отчёт по продажам;
Период: с 01/12/2019 по 05/06/2022;
Итого: 2929230.00;
;
Дата продажи;Код;Наименование;Количество;Сумма;Итого за дату;
19/09/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;2;580.00;10410.00;
19/09/2021;30;марципан в элитном шоколаде;4;240.00;10410.00;
19/09/2021;37;осмотр музея;21;2100.00;10410.00;
19/09/2021;28;конфеты кедровые в ассортименте;29;870.00;10410.00;
20/09/2021;35;мастер-класс;1;600.00;2260.00;
20/09/2021;5;конфеты;1;290.00;2260.00;
20/09/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;2260.00;
20/09/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;2260.00;
20/09/2021;54;Кедровый батончик с кокосом;2;240.00;2260.00;
20/09/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;2;240.00;2260.00;
20/09/2021;28;конфеты кедровые в ассортименте;16;480.00;2260.00;
21/09/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;1;250.00;1420.00;
21/09/2021;28;конфеты кедровые в ассортименте;1;30.00;1420.00;
21/09/2021;34;набор для лепки;1;500.00;1420.00;
21/09/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);2;240.00;1420.00;
21/09/2021;37;осмотр музея;4;400.00;1420.00;
22/09/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;9340.00;
22/09/2021;5;конфеты;1;290.00;9340.00;
22/09/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;9340.00;
22/09/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;9340.00;
22/09/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;9340.00;
22/09/2021;37;осмотр музея;1;100.00;9340.00;
22/09/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;120.00;9340.00;
22/09/2021;34;набор для лепки;1;500.00;9340.00;
22/09/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;9340.00;
22/09/2021;46;батончик с клюквой;1;120.00;9340.00;
22/09/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);2;580.00;9340.00;
22/09/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;2;240.00;9340.00;
22/09/2021;4;Fun marzipan для лепки 75 г;2;540.00;9340.00;
22/09/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;2;580.00;9340.00;
22/09/2021;56;Батончик вишня с коньяком;2;240.00;9340.00;
22/09/2021;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;2;240.00;9340.00;
22/09/2021;18;Марципан батончик апельсин Грондард;2;240.00;9340.00;
22/09/2021;16;картошка с мокко;3;750.00;9340.00;
22/09/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";4;1000.00;9340.00;
22/09/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;4;480.00;9340.00;
22/09/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;4;720.00;9340.00;
22/09/2021;30;марципан в элитном шоколаде;5;300.00;9340.00;
22/09/2021;29;марципановые фрукты в ассортименте;6;300.00;9340.00;
22/09/2021;28;конфеты кедровые в ассортименте;20;600.00;9340.00;
23/09/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;5950.00;
23/09/2021;30;марципан в элитном шоколаде;1;60.00;5950.00;
23/09/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;5950.00;
23/09/2021;4;Fun marzipan для лепки 75 г;1;270.00;5950.00;
23/09/2021;34;набор для лепки;1;500.00;5950.00;
23/09/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;5950.00;
23/09/2021;37;осмотр музея;2;200.00;5950.00;
23/09/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;2;240.00;5950.00;
23/09/2021;29;марципановые фрукты в ассортименте;2;100.00;5950.00;
23/09/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;2;580.00;5950.00;
23/09/2021;35;мастер-класс;3;1800.00;5950.00;
23/09/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);8;960.00;5950.00;
23/09/2021;28;конфеты кедровые в ассортименте;15;450.00;5950.00;
24/09/2021;54;Кедровый батончик с кокосом;1;120.00;2080.00;
24/09/2021;4;Fun marzipan для лепки 75 г;1;270.00;2080.00;
24/09/2021;37;осмотр музея;1;100.00;2080.00;
24/09/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;2080.00;
24/09/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;2080.00;
24/09/2021;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;2;240.00;2080.00;
24/09/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;2;580.00;2080.00;
24/09/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);2;240.00;2080.00;
25/09/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;4050.00;
25/09/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;4050.00;
25/09/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;4050.00;
25/09/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;4050.00;
25/09/2021;30;марципан в элитном шоколаде;2;120.00;4050.00;
25/09/2021;40;чай;2;20.00;4050.00;
25/09/2021;16;картошка с мокко;2;500.00;4050.00;
25/09/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;3;360.00;4050.00;
25/09/2021;29;марципановые фрукты в ассортименте;3;150.00;4050.00;
25/09/2021;28;конфеты кедровые в ассортименте;12;360.00;4050.00;
25/09/2021;37;осмотр музея;15;1500.00;4050.00;
26/09/2021;30;марципан в элитном шоколаде;1;60.00;7210.00;
26/09/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;7210.00;
26/09/2021;18;Марципан батончик апельсин Грондард;1;120.00;7210.00;
26/09/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;2;240.00;7210.00;
26/09/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;2;360.00;7210.00;
26/09/2021;46;батончик с клюквой;4;480.00;7210.00;
26/09/2021;35;мастер-класс;7;4200.00;7210.00;
26/09/2021;28;конфеты кедровые в ассортименте;10;300.00;7210.00;
26/09/2021;37;осмотр музея;11;1100.00;7210.00;
27/09/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;1710.00;
27/09/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;1710.00;
27/09/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;1710.00;
27/09/2021;37;осмотр музея;1;100.00;1710.00;
27/09/2021;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;1;120.00;1710.00;
27/09/2021;17;конфеты негл.Марципановая картошка 160г.;2;500.00;1710.00;
27/09/2021;28;конфеты кедровые в ассортименте;8;240.00;1710.00;
28/09/2021;35;мастер-класс;1;600.00;3060.00;
28/09/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;290.00;3060.00;
28/09/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;3060.00;
28/09/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;3060.00;
28/09/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;3060.00;
28/09/2021;2;Шок.конфеты грондард в шоколадной глазури ореховая нуга/марципан к/к ацтек россия 140г;1;290.00;3060.00;
28/09/2021;28;конфеты кедровые в ассортименте;1;30.00;3060.00;
28/09/2021;37;осмотр музея;10;1000.00;3060.00;
29/09/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;6150.00;
29/09/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;6150.00;
29/09/2021;29;марципановые фрукты в ассортименте;1;50.00;6150.00;
29/09/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;6150.00;
29/09/2021;2;Шок.конфеты грондард в шоколадной глазури ореховая нуга/марципан к/к ацтек россия 140г;1;290.00;6150.00;
29/09/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;6150.00;
29/09/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";2;500.00;6150.00;
29/09/2021;30;марципан в элитном шоколаде;2;120.00;6150.00;
29/09/2021;40;чай;2;20.00;6150.00;
29/09/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;4;480.00;6150.00;
29/09/2021;28;конфеты кедровые в ассортименте;6;180.00;6150.00;
29/09/2021;37;осмотр музея;35;3500.00;6150.00;
30/09/2021;4;Fun marzipan для лепки 75 г;1;270.00;1300.00;
30/09/2021;28;конфеты кедровые в ассортименте;1;30.00;1300.00;
30/09/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;2;360.00;1300.00;
30/09/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;2;240.00;1300.00;
30/09/2021;37;осмотр музея;4;400.00;1300.00;
01/10/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;1620.00;
01/10/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);2;240.00;1620.00;
01/10/2021;37;осмотр музея;10;1000.00;1620.00;
02/10/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;10760.00;
02/10/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;1;120.00;10760.00;
02/10/2021;40;чай;1;10.00;10760.00;
02/10/2021;16;картошка с мокко;1;250.00;10760.00;
02/10/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;1;120.00;10760.00;
02/10/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;2;500.00;10760.00;
02/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";2;500.00;10760.00;
02/10/2021;4;Fun marzipan для лепки 75 г;2;540.00;10760.00;
02/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;2;580.00;10760.00;
02/10/2021;30;марципан в элитном шоколаде;4;240.00;10760.00;
02/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;4;480.00;10760.00;
02/10/2021;35;мастер-класс;5;3000.00;10760.00;
02/10/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;5;600.00;10760.00;
02/10/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;7;840.00;10760.00;
02/10/2021;29;марципановые фрукты в ассортименте;7;350.00;10760.00;
02/10/2021;37;осмотр музея;17;1700.00;10760.00;
02/10/2021;28;конфеты кедровые в ассортименте;27;810.00;10760.00;
03/10/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;11500.00;
03/10/2021;54;Кедровый батончик с кокосом;1;120.00;11500.00;
03/10/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;11500.00;
03/10/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;11500.00;
03/10/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;1;120.00;11500.00;
03/10/2021;38;экскурсия в музее;1;150.00;11500.00;
03/10/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;11500.00;
03/10/2021;19;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;11500.00;
03/10/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;11500.00;
03/10/2021;2;Шок.конфеты грондард в шоколадной глазури ореховая нуга/марципан к/к ацтек россия 140г;1;290.00;11500.00;
03/10/2021;34;набор для лепки;1;500.00;11500.00;
03/10/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;1;120.00;11500.00;
03/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;11500.00;
03/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;2;240.00;11500.00;
03/10/2021;46;батончик с клюквой;2;240.00;11500.00;
03/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";3;750.00;11500.00;
03/10/2021;40;чай;3;30.00;11500.00;
03/10/2021;30;марципан в элитном шоколаде;5;300.00;11500.00;
03/10/2021;35;мастер-класс;5;3000.00;11500.00;
03/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;5;900.00;11500.00;
03/10/2021;29;марципановые фрукты в ассортименте;8;400.00;11500.00;
03/10/2021;28;конфеты кедровые в ассортименте;19;570.00;11500.00;
03/10/2021;37;осмотр музея;22;2200.00;11500.00;
04/10/2021;35;мастер-класс;1;600.00;4380.00;
04/10/2021;29;марципановые фрукты в ассортименте;1;50.00;4380.00;
04/10/2021;28;конфеты кедровые в ассортименте;1;30.00;4380.00;
04/10/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;1;120.00;4380.00;
04/10/2021;40;чай;1;10.00;4380.00;
04/10/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;4380.00;
04/10/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;4380.00;
04/10/2021;54;Кедровый батончик с кокосом;2;240.00;4380.00;
04/10/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;4380.00;
04/10/2021;37;осмотр музея;25;2500.00;4380.00;
05/10/2021;30;марципан в элитном шоколаде;1;60.00;4260.00;
05/10/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;120.00;4260.00;
05/10/2021;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;4260.00;
05/10/2021;16;картошка с мокко;1;250.00;4260.00;
05/10/2021;18;Марципан батончик апельсин Грондард;1;120.00;4260.00;
05/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;4260.00;
05/10/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);2;760.00;4260.00;
05/10/2021;46;батончик с клюквой;2;240.00;4260.00;
05/10/2021;35;мастер-класс;3;1800.00;4260.00;
05/10/2021;37;осмотр музея;5;500.00;4260.00;
06/10/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;20480.00;
06/10/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;1;250.00;20480.00;
06/10/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;20480.00;
06/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;20480.00;
06/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;20480.00;
06/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;1;120.00;20480.00;
06/10/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;1;120.00;20480.00;
06/10/2021;19;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;20480.00;
06/10/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;120.00;20480.00;
06/10/2021;55;Батончик апельсин с виски;1;120.00;20480.00;
06/10/2021;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;20480.00;
06/10/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;1;290.00;20480.00;
06/10/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;20480.00;
06/10/2021;18;Марципан батончик апельсин Грондард;1;120.00;20480.00;
06/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;20480.00;
06/10/2021;46;батончик с клюквой;1;120.00;20480.00;
06/10/2021;5;конфеты;2;580.00;20480.00;
06/10/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);2;580.00;20480.00;
06/10/2021;4;Fun marzipan для лепки 75 г;2;540.00;20480.00;
06/10/2021;37;осмотр музея;2;200.00;20480.00;
06/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;2;360.00;20480.00;
06/10/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;2;580.00;20480.00;
06/10/2021;40;чай;2;20.00;20480.00;
06/10/2021;30;марципан в элитном шоколаде;3;180.00;20480.00;
06/10/2021;29;марципановые фрукты в ассортименте;13;650.00;20480.00;
06/10/2021;35;мастер-класс;22;13200.00;20480.00;
06/10/2021;28;конфеты кедровые в ассортименте;22;660.00;20480.00;
07/10/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;3480.00;
07/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;3480.00;
07/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;3480.00;
07/10/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;120.00;3480.00;
07/10/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;3480.00;
07/10/2021;46;батончик с клюквой;1;120.00;3480.00;
07/10/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;2;240.00;3480.00;
07/10/2021;18;Марципан батончик апельсин Грондард;2;240.00;3480.00;
07/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;3;540.00;3480.00;
07/10/2021;37;осмотр музея;12;1200.00;3480.00;
08/10/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;10120.00;
08/10/2021;25;конфеты гл. Марцепан с кус. клюквы 98г.;1;250.00;10120.00;
08/10/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;10120.00;
08/10/2021;46;батончик с клюквой;1;120.00;10120.00;
08/10/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);1;120.00;10120.00;
08/10/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;10120.00;
08/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;2;360.00;10120.00;
08/10/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;10120.00;
08/10/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;2;240.00;10120.00;
08/10/2021;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;2;280.00;10120.00;
08/10/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;3;750.00;10120.00;
08/10/2021;30;марципан в элитном шоколаде;4;240.00;10120.00;
08/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;4;480.00;10120.00;
08/10/2021;29;марципановые фрукты в ассортименте;5;250.00;10120.00;
08/10/2021;35;мастер-класс;8;4800.00;10120.00;
08/10/2021;37;осмотр музея;12;1200.00;10120.00;
09/10/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;1;250.00;11460.00;
09/10/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;290.00;11460.00;
09/10/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;11460.00;
09/10/2021;4;Fun marzipan для лепки 75 г;1;270.00;11460.00;
09/10/2021;29;марципановые фрукты в ассортименте;1;50.00;11460.00;
09/10/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;11460.00;
09/10/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;120.00;11460.00;
09/10/2021;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;11460.00;
09/10/2021;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;1;140.00;11460.00;
09/10/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);1;120.00;11460.00;
09/10/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;11460.00;
09/10/2021;54;Кедровый батончик с кокосом;2;240.00;11460.00;
09/10/2021;30;марципан в элитном шоколаде;2;120.00;11460.00;
09/10/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;2;580.00;11460.00;
09/10/2021;40;чай;2;20.00;11460.00;
09/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";3;750.00;11460.00;
09/10/2021;5;конфеты;3;870.00;11460.00;
09/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;3;360.00;11460.00;
09/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;3;360.00;11460.00;
09/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;4;720.00;11460.00;
09/10/2021;55;Батончик апельсин с виски;4;480.00;11460.00;
09/10/2021;28;конфеты кедровые в ассортименте;4;120.00;11460.00;
09/10/2021;35;мастер-класс;6;3600.00;11460.00;
09/10/2021;37;осмотр музея;11;1100.00;11460.00;
10/10/2021;54;Кедровый батончик с кокосом;1;120.00;20540.00;
10/10/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;1;120.00;20540.00;
10/10/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);1;120.00;20540.00;
10/10/2021;5;конфеты;2;580.00;20540.00;
10/10/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);2;580.00;20540.00;
10/10/2021;4;Fun marzipan для лепки 75 г;2;540.00;20540.00;
10/10/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;2;240.00;20540.00;
10/10/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;2;580.00;20540.00;
10/10/2021;19;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;2;240.00;20540.00;
10/10/2021;41;(Марципан СПб) Марципановая масса Пластилин 100г;2;300.00;20540.00;
10/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;3;360.00;20540.00;
10/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;3;540.00;20540.00;
10/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;3;870.00;20540.00;
10/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";4;1000.00;20540.00;
10/10/2021;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;4;560.00;20540.00;
10/10/2021;17;конфеты негл.Марципановая картошка 160г.;5;1250.00;20540.00;
10/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;5;600.00;20540.00;
10/10/2021;30;марципан в элитном шоколаде;7;420.00;20540.00;
10/10/2021;35;мастер-класс;7;4200.00;20540.00;
10/10/2021;29;марципановые фрукты в ассортименте;8;400.00;20540.00;
10/10/2021;28;конфеты кедровые в ассортименте;8;240.00;20540.00;
10/10/2021;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;9;1080.00;20540.00;
10/10/2021;37;осмотр музея;56;5600.00;20540.00;
11/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;4160.00;
11/10/2021;5;конфеты;1;290.00;4160.00;
11/10/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;290.00;4160.00;
11/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;4160.00;
11/10/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;4160.00;
11/10/2021;4;Fun marzipan для лепки 75 г;1;270.00;4160.00;
11/10/2021;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;1;120.00;4160.00;
11/10/2021;56;Батончик вишня с коньяком;1;120.00;4160.00;
11/10/2021;28;конфеты кедровые в ассортименте;1;30.00;4160.00;
11/10/2021;40;чай;1;10.00;4160.00;
11/10/2021;18;Марципан батончик апельсин Грондард;1;120.00;4160.00;
11/10/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;2;240.00;4160.00;
11/10/2021;30;марципан в элитном шоколаде;2;120.00;4160.00;
11/10/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;2;580.00;4160.00;
11/10/2021;41;(Марципан СПб) Марципановая масса Пластилин 100г;3;450.00;4160.00;
11/10/2021;37;осмотр музея;9;900.00;4160.00;
12/10/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;1830.00;
12/10/2021;40;чай;1;10.00;1830.00;
12/10/2021;35;мастер-класс;2;1200.00;1830.00;
12/10/2021;37;осмотр музея;5;500.00;1830.00;
