Отчёт по продажам;
Период: с 01/12/2019 по 05/06/2022;
Итого: 2929230.00;
;
Дата продажи;Код;Наименование;Количество;Сумма;Итого за дату;
08/09/2021;13;Кедровый марципан шоколадный / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр) ;3;360.00;1130.00;
08/09/2021;28;конфеты кедровые в ассортименте;5;150.00;1130.00;
09/09/2021;4;Fun marzipan для лепки 75 г;1;270.00;1730.00;
09/09/2021;37;осмотр музея;1;100.00;1730.00;
09/09/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;2;360.00;1730.00;
09/09/2021;34;набор для лепки;2;1000.00;1730.00;
10/09/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;2530.00;
10/09/2021;35;мастер-класс;1;600.00;2530.00;
10/09/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);1;290.00;2530.00;
10/09/2021;4;Fun marzipan для лепки 75 г;1;270.00;2530.00;
10/09/2021;16;картошка с мокко;1;250.00;2530.00;
10/09/2021;30;марципан в элитном шоколаде;2;120.00;2530.00;
10/09/2021;37;осмотр музея;4;400.00;2530.00;
10/09/2021;29;марципановые фрукты в ассортименте;4;200.00;2530.00;
10/09/2021;28;конфеты кедровые в ассортименте;5;150.00;2530.00;
11/09/2021;30;марципан в элитном шоколаде;1;60.00;11440.00;
11/09/2021;4;Fun marzipan для лепки 75 г;1;270.00;11440.00;
11/09/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;1;120.00;11440.00;
11/09/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;11440.00;
11/09/2021;29;марципановые фрукты в ассортименте;1;50.00;11440.00;
11/09/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;11440.00;
11/09/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;120.00;11440.00;
11/09/2021;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;11440.00;
11/09/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;11440.00;
11/09/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;2;240.00;11440.00;
11/09/2021;16;картошка с мокко;2;500.00;11440.00;
11/09/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);2;240.00;11440.00;
11/09/2021;40;чай;3;30.00;11440.00;
11/09/2021;35;мастер-класс;9;5400.00;11440.00;
11/09/2021;28;конфеты кедровые в ассортименте;19;570.00;11440.00;
11/09/2021;37;осмотр музея;29;2900.00;11440.00;
12/09/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;27310.00;
12/09/2021;2;Шок.конфеты грондард в шоколадной глазури ореховая нуга/марципан к/к ацтек россия 140г;1;290.00;27310.00;
12/09/2021;40;чай;1;10.00;27310.00;
12/09/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;27310.00;
12/09/2021;46;батончик с клюквой;1;120.00;27310.00;
12/09/2021;44;1, Кедровый марципан / батончик / 50 г / шоу-бокс / 24 шт (СибирскийКедр);1;120.00;27310.00;
12/09/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;27310.00;
12/09/2021;30;марципан в элитном шоколаде;2;120.00;27310.00;
12/09/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;2;240.00;27310.00;
